player_id,player_firstname,player_lastname,pos,fga,defReb,fgm,tpm,totReb,offReb,turnovers,fta,pFouls,assists,points,game_id,steals,team_id,plusMinus,ftm,tpa,blocks
4,Steven,Adams,C,262.0,269.0,150.0,0.0,481.0,212.0,88.0,131.0,98.0,97.0,347.0,487707,43.0,817,237.0,47.0,1.0,45.0
18,Kyle,Anderson,SF,463.0,275.0,232.0,44.0,332.0,57.0,104.0,129.0,148.0,310.0,607.0,817171,82.0,1540,89.0,99.0,108.0,60.0
20,Giannis,Antetokounmpo,PF,1289.0,616.0,701.0,45.0,756.0,140.0,254.0,772.0,203.0,351.0,1942.0,744811,53.0,1344,290.0,495.0,172.0,49.0
36,Harrison,Barnes,SF,767.0,262.0,357.0,117.0,361.0,99.0,82.0,383.0,95.0,120.0,1149.0,946776,64.0,2430,163.0,318.0,334.0,10.0
40,Nicolas,Batum,PF,373.0,236.0,158.0,123.0,293.0,57.0,54.0,46.0,141.0,115.0,471.0,896325,53.0,1232,160.0,32.0,313.0,45.0
44,Kent,Bazemore,SF,7.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,8.0,22011,3.0,60,17.0,1.0,4.0,1.0
46,Malik,Beasley,SG,878.0,222.0,343.0,222.0,256.0,34.0,82.0,64.0,104.0,119.0,959.0,994706,64.0,2687,-93.0,51.0,625.0,9.0
52,Davis,Bertans,SF,130.0,32.0,54.0,43.0,40.0,8.0,8.0,15.0,40.0,15.0,164.0,431255,6.0,296,-28.0,13.0,114.0,5.0
53,Patrick,Beverley,PG,670.0,358.0,252.0,134.0,436.0,78.0,116.0,148.0,346.0,362.0,744.0,1466126,122.0,1746,-224.0,106.0,436.0,74.0
54,Bismack,Biyombo,C,205.0,171.0,119.0,0.0,265.0,94.0,55.0,87.0,124.0,58.0,275.0,737527,19.0,1764,68.0,37.0,0.0,91.0
60,Bojan,Bogdanovic,SF,884.0,196.0,428.0,147.0,232.0,36.0,138.0,303.0,118.0,151.0,1272.0,699214,34.0,610,-362.0,269.0,360.0,8.0
64,Devin,Booker,SG,1222.0,226.0,610.0,135.0,277.0,51.0,162.0,410.0,180.0,351.0,1708.0,713992,65.0,1708,182.0,353.0,367.0,28.0
71,Malcolm,Brogdon,PG,823.0,251.0,387.0,143.0,300.0,49.0,112.0,197.0,123.0,289.0,1090.0,930786,43.0,158,195.0,173.0,339.0,21.0
75,Jaylen,Brown,SF,11.0,4.0,8.0,3.0,5.0,1.0,4.0,7.0,4.0,1.0,24.0,10984,0.0,2,9.0,5.0,5.0,0.0
75,Jaylen,Brown,SG,1580.0,422.0,781.0,190.0,513.0,91.0,245.0,378.0,212.0,263.0,2033.0,940373,83.0,160,277.0,281.0,557.0,31.0
82,Reggie,Bullock,SF,418.0,222.0,166.0,131.0,249.0,27.0,34.0,36.0,148.0,97.0,488.0,834892,49.0,576,-82.0,25.0,355.0,12.0
84,Alec,Burks,SG,432.0,130.0,191.0,92.0,146.0,16.0,57.0,179.0,96.0,105.0,619.0,556352,37.0,480,21.0,145.0,222.0,7.0
86,Jimmy,Butler,SF,1239.0,309.0,625.0,59.0,474.0,165.0,135.0,667.0,105.0,447.0,1864.0,949436,148.0,1600,80.0,555.0,170.0,30.0
89,Kentavious,Caldwell-Pope,SG,726.0,209.0,336.0,159.0,256.0,47.0,96.0,148.0,174.0,191.0,954.0,1036182,118.0,792,489.0,123.0,378.0,42.0
92,Clint,Capela,C,522.0,477.0,332.0,0.0,733.0,256.0,52.0,135.0,136.0,60.0,744.0,759904,48.0,65,-32.0,80.0,1.0,77.0
95,Michael,Carter-Williams,G,14.0,4.0,6.0,1.0,5.0,1.0,4.0,7.0,5.0,7.0,17.0,48988,1.0,104,-26.0,4.0,3.0,1.0
114,Mike,Conley,PG,605.0,144.0,261.0,135.0,172.0,28.0,107.0,171.0,142.0,450.0,800.0,794920,74.0,2270,44.0,143.0,345.0,14.0
115,Pat,Connaughton,SG,390.0,213.0,159.0,107.0,260.0,47.0,32.0,36.0,73.0,70.0,448.0,669986,34.0,1197,49.0,23.0,302.0,9.0
118,Robert,Covington,PF,226.0,133.0,100.0,54.0,161.0,28.0,30.0,43.0,85.0,58.0,285.0,558252,32.0,768,-26.0,31.0,140.0,38.0
121,Jae,Crowder,PF,160.0,60.0,70.0,34.0,80.0,20.0,14.0,14.0,56.0,42.0,182.0,390274,24.0,672,-48.0,8.0,84.0,6.0
123,Seth,Curry,SG,370.0,67.0,172.0,79.0,75.0,8.0,42.0,39.0,82.0,90.0,457.0,620323,28.0,212,-86.0,34.0,192.0,7.0
124,Stephen,Curry,PG,1242.0,318.0,603.0,277.0,355.0,37.0,186.0,292.0,130.0,384.0,1749.0,715108,56.0,671,312.0,266.0,680.0,23.0
126,Anthony,Davis,PF,1175.0,667.0,647.0,25.0,887.0,220.0,147.0,525.0,188.0,181.0,1739.0,826835,83.0,1190,202.0,420.0,91.0,161.0
131,Dewayne,Dedmon,C,312.0,208.0,154.0,26.0,280.0,72.0,58.0,102.0,164.0,50.0,406.0,892920,16.0,1644,-288.0,72.0,84.0,42.0
134,Matthew,Dellavedova,G,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,5.0,0.0,22011,0.0,60,7.0,0.0,1.0,0.0
134,Matthew,Dellavedova,PG,44.0,10.0,16.0,8.0,11.0,1.0,10.0,7.0,19.0,39.0,44.0,348665,7.0,900,-40.0,4.0,23.0,0.0
136,DeMar,DeRozan,SF,1246.0,283.0,629.0,35.0,317.0,34.0,146.0,501.0,185.0,365.0,1730.0,835464,76.0,432,39.0,437.0,123.0,37.0
141,Gorgui,Dieng,C,115.0,97.0,47.0,24.0,122.0,25.0,35.0,15.0,54.0,57.0,130.0,358852,7.0,961,-123.0,12.0,76.0,15.0
142,Spencer,Dinwiddie,PG,1936.0,452.0,846.0,338.0,502.0,50.0,284.0,600.0,338.0,962.0,2518.0,1792502,136.0,1040,-36.0,488.0,896.0,46.0
146,Goran,Dragic,PG,700.0,130.0,298.0,106.0,164.0,34.0,130.0,96.0,134.0,314.0,770.0,1409572,30.0,1002,16.0,68.0,298.0,8.0
147,Andre,Drummond,C,290.0,313.0,177.0,3.0,456.0,143.0,75.0,122.0,115.0,39.0,423.0,780148,42.0,402,47.0,66.0,7.0,29.0
153,Kevin,Durant,PF,2246.0,782.0,1208.0,228.0,830.0,48.0,414.0,876.0,260.0,624.0,3444.0,1415872,96.0,1352,514.0,800.0,590.0,176.0
159,Joel,Embiid,C,1312.0,563.0,685.0,58.0,676.0,113.0,231.0,734.0,213.0,262.0,2060.0,786483,64.0,1809,299.0,632.0,202.0,111.0
169,Derrick,Favors,C,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,22022,2.0,28,2.0,0.0,0.0,0.0
169,Derrick,Favors,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23652,0.0,2,0.0,0.0,0.0,0.0
175,Dorian,Finney-Smith,PF,962.0,402.0,380.0,226.0,608.0,206.0,128.0,106.0,262.0,172.0,1066.0,1489214,98.0,840,-12.0,80.0,650.0,68.0
176,Bryn,Forbes,SG,116.0,19.0,46.0,24.0,23.0,4.0,15.0,23.0,27.0,18.0,137.0,340317,8.0,660,-8.0,21.0,66.0,3.0
177,Evan,Fournier,SG,184.0,51.0,62.0,38.0,55.0,4.0,25.0,23.0,50.0,46.0,182.0,344055,18.0,720,-8.0,20.0,124.0,5.0
182,Langston,Galloway,SG,4.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,5.0,33047,0.0,45,14.0,0.0,3.0,0.0
189,Paul,George,F,216.0,63.0,94.0,28.0,76.0,13.0,29.0,77.0,37.0,60.0,282.0,143630,18.0,192,-26.0,66.0,90.0,4.0
189,Paul,George,SG,678.0,220.0,311.0,117.0,247.0,27.0,134.0,192.0,101.0,199.0,908.0,455701,67.0,640,148.0,169.0,306.0,16.0
192,Rudy,Gobert,C,551.0,604.0,365.0,0.0,837.0,233.0,124.0,355.0,222.0,89.0,958.0,828868,57.0,1562,-15.0,228.0,3.0,89.0
195,Aaron,Gordon,PF,857.0,327.0,472.0,72.0,517.0,190.0,104.0,330.0,169.0,214.0,1224.0,942855,61.0,720,619.0,208.0,196.0,60.0
196,Eric,Gordon,SF,14.0,4.0,10.0,6.0,4.0,0.0,2.0,0.0,2.0,4.0,26.0,21972,0.0,28,38.0,0.0,10.0,0.0
196,Eric,Gordon,SG,1226.0,212.0,536.0,256.0,242.0,30.0,196.0,308.0,148.0,340.0,1584.0,1541620,82.0,1936,-458.0,256.0,692.0,46.0
200,Jerami,Grant,SF,847.0,202.0,401.0,131.0,251.0,49.0,112.0,318.0,135.0,138.0,1191.0,676910,49.0,1711,-26.0,258.0,328.0,55.0
203,Danny,Green,F,82.0,24.0,38.0,28.0,30.0,6.0,18.0,2.0,32.0,10.0,106.0,243834,14.0,140,-50.0,2.0,64.0,8.0
203,Danny,Green,G,22.0,6.0,6.0,6.0,8.0,2.0,6.0,0.0,12.0,4.0,18.0,71084,2.0,114,-6.0,0.0,16.0,0.0
204,Draymond,Green,PF,496.0,476.0,256.0,41.0,548.0,72.0,205.0,116.0,248.0,519.0,634.0,902930,78.0,847,348.0,81.0,139.0,68.0
206,JaMychal,Green,F,243.0,127.0,127.0,38.0,192.0,65.0,49.0,56.0,100.0,50.0,333.0,664350,26.0,627,-84.0,41.0,112.0,18.0
207,Jeff,Green,PF,379.0,119.0,178.0,36.0,158.0,39.0,52.0,128.0,132.0,78.0,491.0,840179,20.0,639,-176.0,99.0,130.0,26.0
