player_id,player_firstname,player_lastname,pos,fga,defReb,fgm,tpm,totReb,offReb,turnovers,fta,pFouls,assists,points,game_id,steals,team_id,plusMinus,ftm,tpa,blocks
4,Steven,Adams,C,575.0,443.0,345.0,2.0,699.0,256.0,120.0,246.0,140.0,162.0,830.0,539960,58.0,1900,109.0,138.0,6.0,71.0
8,LaMarcus,Aldridge,C,45.0,19.0,25.0,2.0,25.0,6.0,1.0,10.0,6.0,7.0,59.0,21237,3.0,93,-7.0,7.0,6.0,6.0
8,LaMarcus,Aldridge,PF,752.0,275.0,371.0,56.0,375.0,100.0,74.0,181.0,120.0,122.0,949.0,346935,33.0,1581,-107.0,151.0,148.0,80.0
8,LaMarcus,Aldridge,SF,37.0,14.0,16.0,5.0,16.0,2.0,3.0,10.0,6.0,7.0,44.0,20338,4.0,93,0.0,7.0,6.0,6.0
9,Cliff,Alexander,C,9.0,4.0,5.0,0.0,7.0,3.0,3.0,2.0,2.0,0.0,11.0,6376,1.0,16,-6.0,1.0,0.0,3.0
12,Al-Farouq,Aminu,SF,16.0,13.0,6.0,1.0,19.0,6.0,3.0,8.0,1.0,3.0,19.0,12181,2.0,52,11.0,6.0,5.0,0.0
17,Justin,Anderson,PF,15.0,5.0,1.0,0.0,5.0,0.0,2.0,1.0,3.0,2.0,2.0,7902,0.0,4,9.0,0.0,12.0,1.0
17,Justin,Anderson,SF,5.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,9.0,7633,0.0,41,2.0,3.0,5.0,0.0
18,Kyle,Anderson,PF,54.0,37.0,25.0,6.0,43.0,6.0,10.0,9.0,11.0,27.0,62.0,66107,4.0,171,33.0,6.0,16.0,9.0
18,Kyle,Anderson,SF,148.0,109.0,68.0,18.0,134.0,25.0,38.0,35.0,66.0,73.0,184.0,180012,25.0,456,-3.0,30.0,53.0,17.0
20,Giannis,Antetokounmpo,PF,1494.0,855.0,828.0,108.0,1036.0,181.0,273.0,764.0,250.0,422.0,2249.0,554298,74.0,1651,748.0,485.0,355.0,82.0
20,Giannis,Antetokounmpo,SF,10.0,11.0,8.0,2.0,11.0,0.0,3.0,8.0,1.0,10.0,22.0,6823,2.0,21,29.0,4.0,4.0,0.0
21,Carmelo,Anthony,PF,662.0,246.0,278.0,69.0,306.0,60.0,86.0,132.0,138.0,79.0,737.0,340588,40.0,1421,12.0,112.0,189.0,23.0
21,Carmelo,Anthony,SF,236.0,86.0,102.0,29.0,101.0,15.0,31.0,63.0,59.0,21.0,286.0,141841,17.0,522,-87.0,53.0,69.0,8.0
23,Trevor,Ariza,SF,318.0,176.0,156.0,68.0,202.0,26.0,56.0,94.0,96.0,82.0,462.0,301830,66.0,1218,70.0,82.0,170.0,16.0
28,D.J.,Augustin,PG,149.0,25.0,62.0,22.0,32.0,7.0,37.0,46.0,29.0,90.0,186.0,163723,13.0,572,-24.0,40.0,59.0,0.0
35,J.J.,Barea,PG,23.0,5.0,11.0,2.0,7.0,2.0,4.0,5.0,2.0,17.0,29.0,15009,0.0,16,-6.0,5.0,5.0,0.0
35,J.J.,Barea,SG,28.0,7.0,10.0,2.0,9.0,2.0,8.0,3.0,0.0,17.0,24.0,28617,2.0,32,5.0,2.0,11.0,0.0
36,Harrison,Barnes,PF,33.0,15.0,14.0,4.0,23.0,8.0,3.0,15.0,9.0,6.0,43.0,29593,1.0,120,-54.0,11.0,10.0,1.0
36,Harrison,Barnes,SF,796.0,274.0,367.0,101.0,344.0,70.0,88.0,271.0,88.0,164.0,1057.0,516273,44.0,2220,-31.0,222.0,271.0,11.0
38,Will,Barton,PG,32.0,10.0,12.0,4.0,14.0,4.0,5.0,6.0,5.0,9.0,33.0,20757,4.0,27,5.0,5.0,14.0,2.0
38,Will,Barton,SF,560.0,239.0,255.0,79.0,299.0,60.0,70.0,99.0,97.0,151.0,664.0,315137,45.0,414,226.0,75.0,216.0,21.0
38,Will,Barton,SG,169.0,51.0,72.0,27.0,65.0,14.0,16.0,29.0,23.0,56.0,194.0,83657,13.0,108,15.0,23.0,68.0,6.0
40,Nicolas,Batum,PF,6.0,7.0,3.0,1.0,9.0,2.0,3.0,1.0,4.0,3.0,8.0,14458,1.0,10,6.0,1.0,3.0,1.0
40,Nicolas,Batum,SF,14.0,6.0,3.0,1.0,11.0,5.0,0.0,4.0,5.0,8.0,10.0,21048,2.0,15,-49.0,3.0,6.0,1.0
42,Aron,Baynes,C,303.0,136.0,149.0,50.0,191.0,55.0,35.0,63.0,99.0,62.0,395.0,196489,9.0,812,19.0,47.0,133.0,16.0
44,Kent,Bazemore,PF,22.0,8.0,8.0,2.0,8.0,0.0,6.0,0.0,0.0,2.0,18.0,13788,0.0,58,-8.0,0.0,10.0,2.0
44,Kent,Bazemore,SF,380.0,178.0,140.0,68.0,194.0,16.0,74.0,92.0,138.0,60.0,418.0,336574,58.0,1398,144.0,70.0,208.0,32.0
44,Kent,Bazemore,SG,26.0,18.0,14.0,6.0,18.0,0.0,6.0,2.0,2.0,10.0,36.0,30686,8.0,116,34.0,2.0,14.0,0.0
46,Malik,Beasley,SG,466.0,124.0,220.0,98.0,142.0,18.0,42.0,56.0,54.0,54.0,580.0,203368,18.0,616,-154.0,42.0,230.0,4.0
49,DeAndre',Bembry,SG,54.0,29.0,26.0,8.0,36.0,7.0,14.0,13.0,18.0,23.0,67.0,49571,15.0,7,-42.0,7.0,18.0,7.0
50,Dragan,Bender,C,56.0,30.0,22.0,6.0,46.0,16.0,16.0,0.0,26.0,10.0,50.0,43676,6.0,66,-24.0,0.0,26.0,6.0
53,Patrick,Beverley,PG,382.0,238.0,167.0,85.0,305.0,67.0,78.0,51.0,188.0,209.0,451.0,423866,63.0,960,321.0,32.0,228.0,29.0
53,Patrick,Beverley,SG,7.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,9.0,6111,3.0,16,-4.0,0.0,7.0,0.0
54,Bismack,Biyombo,C,186.0,133.0,98.0,0.0,223.0,90.0,30.0,87.0,74.0,36.0,251.0,198711,4.0,145,-120.0,55.0,0.0,31.0
55,Nemanja,Bjelica,C,20.0,13.0,9.0,5.0,18.0,5.0,2.0,2.0,7.0,7.0,25.0,20174,2.0,90,-5.0,2.0,10.0,0.0
55,Nemanja,Bjelica,PF,612.0,315.0,298.0,126.0,418.0,103.0,96.0,86.0,204.0,193.0,792.0,468755,58.0,2010,11.0,70.0,300.0,36.0
55,Nemanja,Bjelica,SF,7.0,6.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,5.0,4.0,6633,0.0,30,-3.0,2.0,5.0,1.0
59,Eric,Bledsoe,PG,797.0,272.0,369.0,82.0,321.0,49.0,170.0,236.0,148.0,380.0,1006.0,494226,65.0,1470,438.0,186.0,246.0,33.0
59,Eric,Bledsoe,SG,8.0,3.0,5.0,1.0,3.0,0.0,3.0,5.0,1.0,3.0,15.0,6882,4.0,21,26.0,4.0,2.0,0.0
64,Devin,Booker,SG,1350.0,289.0,653.0,148.0,320.0,31.0,287.0,533.0,230.0,487.0,1943.0,533956,55.0,2128,118.0,489.0,423.0,19.0
68,Avery,Bradley,PG,324.0,84.0,152.0,59.0,99.0,15.0,38.0,22.0,94.0,52.0,382.0,277323,37.0,680,197.0,19.0,151.0,5.0
68,Avery,Bradley,SG,49.0,7.0,18.0,7.0,11.0,4.0,5.0,2.0,15.0,9.0,45.0,50207,3.0,119,-14.0,2.0,21.0,0.0
71,Malcolm,Brogdon,PG,755.0,216.0,331.0,88.0,260.0,44.0,135.0,205.0,106.0,405.0,932.0,397644,35.0,840,23.0,182.0,246.0,9.0
71,Malcolm,Brogdon,SF,8.0,3.0,3.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,12.0,7953,0.0,15,-10.0,5.0,3.0,0.0
71,Malcolm,Brogdon,SG,111.0,35.0,42.0,7.0,43.0,8.0,18.0,22.0,16.0,50.0,112.0,55155,6.0,120,87.0,21.0,32.0,1.0
75,Jaylen,Brown,PF,148.0,59.0,70.0,20.0,67.0,8.0,22.0,22.0,25.0,11.0,179.0,69200,14.0,18,21.0,19.0,64.0,6.0
75,Jaylen,Brown,SF,399.0,135.0,195.0,64.0,173.0,38.0,60.0,94.0,81.0,65.0,519.0,189422,28.0,52,44.0,65.0,159.0,8.0
75,Jaylen,Brown,SG,668.0,227.0,320.0,93.0,268.0,41.0,91.0,201.0,118.0,87.0,888.0,313024,54.0,88,261.0,155.0,248.0,17.0
82,Reggie,Bullock,SF,105.0,17.0,38.0,18.0,24.0,7.0,6.0,13.0,21.0,20.0,105.0,70727,13.0,240,-81.0,11.0,54.0,0.0
82,Reggie,Bullock,SG,74.0,23.0,32.0,12.0,27.0,4.0,8.0,6.0,23.0,10.0,81.0,62247,6.0,216,1.0,5.0,37.0,0.0
83,Trey,Burke,SG,88.0,36.0,44.0,16.0,38.0,2.0,10.0,16.0,18.0,28.0,116.0,63718,12.0,64,-24.0,12.0,28.0,2.0
84,Alec,Burks,PF,34.0,8.0,18.0,0.0,10.0,2.0,2.0,10.0,8.0,8.0,46.0,13040,2.0,22,10.0,10.0,2.0,2.0
84,Alec,Burks,PG,234.0,60.0,98.0,28.0,76.0,16.0,30.0,72.0,40.0,52.0,280.0,105370,16.0,176,-92.0,56.0,76.0,4.0
84,Alec,Burks,SF,102.0,26.0,46.0,10.0,30.0,4.0,2.0,36.0,18.0,40.0,138.0,40864,8.0,66,34.0,36.0,34.0,8.0
84,Alec,Burks,SG,208.0,56.0,80.0,22.0,66.0,10.0,22.0,38.0,32.0,44.0,216.0,96026,14.0,186,-230.0,34.0,62.0,0.0
86,Jimmy,Butler,PF,15.0,9.0,8.0,0.0,11.0,2.0,1.0,11.0,1.0,6.0,25.0,6973,0.0,20,1.0,9.0,0.0,1.0
86,Jimmy,Butler,PG,8.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,5.0,10.0,7638,1.0,20,-6.0,1.0,3.0,0.0
86,Jimmy,Butler,SF,1042.0,366.0,487.0,45.0,514.0,148.0,191.0,710.0,120.0,480.0,1617.0,580341,143.0,1600,348.0,598.0,160.0,48.0
86,Jimmy,Butler,SG,26.0,7.0,12.0,0.0,13.0,6.0,7.0,17.0,3.0,10.0,39.0,14179,3.0,40,-8.0,15.0,5.0,1.0
87,Bruno,Caboclo,C,40.0,22.0,20.0,4.0,30.0,8.0,6.0,14.0,10.0,6.0,56.0,25260,6.0,76,84.0,12.0,22.0,6.0
87,Bruno,Caboclo,PF,46.0,16.0,22.0,10.0,24.0,8.0,4.0,0.0,12.0,0.0,54.0,25552,0.0,76,4.0,0.0,28.0,8.0
89,Kentavious,Caldwell-Pope,PG,384.0,74.0,176.0,82.0,99.0,25.0,43.0,66.0,87.0,77.0,486.0,350357,45.0,799,79.0,52.0,210.0,7.0
89,Kentavious,Caldwell-Pope,SF,47.0,8.0,22.0,6.0,12.0,4.0,6.0,15.0,10.0,4.0,61.0,38168,4.0,85,21.0,11.0,18.0,2.0
89,Kentavious,Caldwell-Pope,SG,9.0,3.0,4.0,3.0,5.0,2.0,0.0,0.0,3.0,3.0,11.0,7650,1.0,17,-6.0,0.0,8.0,1.0
92,Clint,Capela,C,436.0,408.0,277.0,0.0,592.0,184.0,72.0,134.0,115.0,54.0,627.0,306917,36.0,630,116.0,73.0,0.0,80.0
95,Michael,Carter-Williams,SG,15.0,6.0,5.0,0.0,8.0,2.0,4.0,7.0,7.0,6.0,14.0,15313,5.0,52,5.0,4.0,7.0,1.0
97,Willie,Cauley-Stein,C,508.0,366.0,288.0,0.0,508.0,142.0,66.0,104.0,194.0,118.0,640.0,520296,88.0,846,-188.0,64.0,0.0,104.0
101,Tyson,Chandler,C,6.0,9.0,3.0,0.0,17.0,8.0,2.0,6.0,6.0,4.0,8.0,32362,3.0,70,49.0,2.0,0.0,3.0
102,Wilson,Chandler,PF,12.0,12.0,4.0,4.0,12.0,0.0,2.0,2.0,9.0,4.0,14.0,22012,0.0,12,25.0,2.0,11.0,0.0
104,Marquese,Chriss,C,183.0,120.0,108.0,4.0,168.0,48.0,26.0,74.0,54.0,58.0,278.0,158461,22.0,242,-106.0,58.0,22.0,30.0
104,Marquese,Chriss,PF,19.0,23.0,11.0,0.0,29.0,6.0,8.0,8.0,11.0,9.0,27.0,21838,3.0,33,-16.0,5.0,0.0,4.0
106,Semaj,Christon,PG,59.0,15.0,28.0,5.0,20.0,5.0,24.0,32.0,27.0,43.0,86.0,43799,8.0,210,16.0,25.0,17.0,1.0
109,Jordan,Clarkson,SG,21.0,4.0,10.0,8.0,5.0,1.0,2.0,1.0,3.0,1.0,29.0,15817,0.0,80,26.0,1.0,16.0,0.0
110,Norris,Cole,PG,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,2.0,7671,1.0,13,-16.0,0.0,2.0,0.0
115,Pat,Connaughton,SF,15.0,5.0,6.0,2.0,8.0,3.0,4.0,4.0,5.0,3.0,18.0,15246,1.0,42,-26.0,4.0,11.0,0.0
115,Pat,Connaughton,SG,16.0,14.0,6.0,3.0,15.0,1.0,3.0,2.0,3.0,5.0,17.0,23486,3.0,63,-1.0,2.0,9.0,2.0
118,Robert,Covington,C,462.0,272.0,192.0,122.0,322.0,50.0,66.0,66.0,188.0,78.0,560.0,409054,114.0,728,90.0,54.0,326.0,76.0
118,Robert,Covington,PF,1126.0,638.0,488.0,252.0,736.0,98.0,156.0,198.0,348.0,138.0,1388.0,794704,172.0,2456,-44.0,160.0,724.0,132.0
118,Robert,Covington,SF,104.0,66.0,52.0,36.0,80.0,14.0,12.0,0.0,20.0,4.0,140.0,58130,8.0,112,-44.0,0.0,82.0,12.0
119,Allen,Crabbe,SG,10.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,12.0,13342,2.0,2,-24.0,0.0,10.0,0.0
121,Jae,Crowder,PF,536.0,276.0,222.0,152.0,308.0,32.0,44.0,114.0,148.0,108.0,686.0,459526,38.0,1156,-38.0,90.0,424.0,36.0
121,Jae,Crowder,SF,854.0,508.0,326.0,180.0,592.0,84.0,116.0,214.0,188.0,254.0,998.0,667156,102.0,1866,-278.0,166.0,570.0,28.0
123,Seth,Curry,PG,28.0,1.0,17.0,7.0,2.0,1.0,1.0,5.0,1.0,6.0,44.0,13867,2.0,16,10.0,3.0,14.0,0.0
123,Seth,Curry,SG,214.0,47.0,106.0,57.0,57.0,10.0,24.0,38.0,55.0,46.0,298.0,184751,12.0,208,-21.0,29.0,125.0,4.0
124,Stephen,Curry,PG,149.0,29.0,67.0,28.0,37.0,8.0,27.0,50.0,20.0,50.0,211.0,63692,11.0,99,-33.0,49.0,86.0,6.0
125,Troy,Daniels,SG,16.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,12.0,0.0,10.0,15396,4.0,34,-22.0,0.0,8.0,0.0
126,Anthony,Davis,C,55.0,31.0,26.0,2.0,43.0,12.0,13.0,22.0,13.0,9.0,71.0,37998,6.0,103,-21.0,17.0,12.0,10.0
126,Anthony,Davis,PF,1433.0,579.0,749.0,95.0,769.0,190.0,197.0,684.0,208.0,272.0,2169.0,602556,118.0,1411,489.0,576.0,280.0,169.0
